Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1835,0,21.99 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Provide faster ambulance and fire truck services
1836,3,67.96 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Create more fire stations and hire more workers who are properly trained to complete the tasks that come with the job.
1837,4,55.89 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",Give people better healthcare insurance options at their jobs
1838,0,104.46 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Create ways to make sure that everyone has insurance that they can afford. If they do not have insurance, then go out door to door and tell them options that they have and why insurance is a must."
1839,0,35.53 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Build more hospitals
1840,0,68.89 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Provide better service in nursing homes
1841,3,146.63 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",reduce the profitability of pharmaceutical drugs to drive the cost of medication down
1842,3,65.59 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","legalize marijuana to be used as a ""better"" alternative to certain psychiatric drugs"
1843,0,6.39 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",hospitals and doctors be held harshly accountable for malpractice
1844,3,64.11 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","also require doctors to perform the procedures before asking about payment to ensure better care rather than substandard practice due to being a ""risk"""
1845,3,74.44 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",make the class a state requirement
1846,3,182.57 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",having more doctors on hand in hospitals to ensure quicker response time to emergencies
1847,3,308.21 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",one thing that would help America's healthcare system would be to limit the amount of lobbying the pharmaceutical companies can bride our elected officials.
1848,0,120.26 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","another thing that will help reform America's Healthcare system would be to not allow people to die just because they cannot afford the medicine, or procedures."
1849,0,5.03 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",stop sending foreign aid to countries that hate The United States when we have families here at home who cannot afford to eat or get a good education
1850,0,59.56 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",eliminate the somewhat of a monopoly on healthcare over the people
1851,2,15.17 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","prevent doctors from taking advantage of patients by having a board that oversees doctors offices in a certain area, possibly have a board of individuals that will review each case within each hospital"
1852,0,155.85 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",additionally allow the nurses to do more without having to have the doctor do it. The nurse should be trained to do the additional tasks though.
