Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1277,4,22.09 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","The people who work the telephones at doctors' offices need to be more educated on common symptoms and be able to diagnose things WITHOUT the need the need to go 100 bucks to be told, ""go take benadryl"". Yes, this would perhaps lead to a little less money being made by the doctor, but would in turn lead to more patient faith and trust. When patients know that the doctor wants to make his cut WHILE trying to save his patients as much money as possible, it leads to customer loyalty."
1276,4,20.56 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Health care for pregnancies should also be cheaper since pregnant women tend to visit the hospital more than average.
1273,4,27.21 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","More than one pharmacist should be on duty at each pharmacy. Since the pharmacist is the only person that can do main tasks, the process to make the medication is slow if only one pharmacist is working. This causes a delay and customers are not able to receive their medication quickly and therefore become upset."
1272,4,21.89 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",there should be certain medication that is on shelves at stores. Some people do not have money to go visit a doctor and may already know what is wrong with them. These people would most likely just want to go to the pharmacy and receive the medication instead of  having to pay an extra hospital bill.
1271,4,32.0 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","many doctors are pushed to tell patients that they need some kind of medication when it is not really necessary. later on, the patient calls the doctor and tells them that the pills did not have any affect and that they feel the same as before they took the medication. The doctor will then prescribe another medication and tell the patient that this would be more effective. This takes money out of the patient's pockets and puts more money into the government's. These behaviors should not continue."
1270,4,18.97 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",medical insurance should help regular people almost as much as they help nurses and doctors. insurance should not have random expiration dates unless you decide personally to stop paying for the insurance.
781,4,19.85 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Have doctors provide a free diagnostics sample for the first few weeks of the medication and if it works for their health, have them continue to take the medication."
783,4,20.43 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Allow people to look at the results the doctor got and force the doctor to explain in detail what the stats mean. That way, people can decide on their own whether or not the medication they need is the one they are offering."
1267,4,26.98 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Patients are normally frightened by hospitals because of anxiety or past experiences. Since this is the normal behavior of patients, our nurses and doctors should be very warm and easy to talk to. Nurses and doctors should also be able to communicate with patients in a way that the patients can understand."
1282,4,22.06 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","People should be more educated about what kind of doctors/specialist they need to see because for example, someone's doctor (general practitioner) kept prescribing her different BRANDS of an SSRI antidepressant, none of which worked, while what she actually needed was to see a psychiatrist who was able to prescribe her a different TYPE of antidepressants like an MAO inhibitor."
598,4,17.28 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",keeping accurate medical records should be mandatory
692,4,20.04 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Provide latest technology for lower prices to more hospitals.
584,4,20.61 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","A universal health care system should be on back up so when a person checks into a hospital while on vacation, there isn't a stack of paperwork to fill out every time."
572,4,21.25 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait",Pharmacies should notify the patient before using an alternative to their prescription. ie using a generic instead of the original
1435,4,29.89 %,"doctor, patient, time, hospital, nurse, medication, emergency_room, technology, emergency, wait","Since technology is basically taking over globally as well as nationally that wouldn't be such a bad idea to do. That definitely saves time for as calling on your lunch break to schedule an appointment by phone or email, I believe the different hospitals and doctor's offices should really look into the app for smart phones."
