Line_Number	user	fake_username	timeCode	content	reply	contentSimp
68	36w32	Charles Coleman	April 09, 2013, 12:49:50 PM	What is a free clinic? You mean walk-in clinic/minor emergency clinics? Your idea is a good point. A good way to fix the wait time is to give higher pay for general practitioners. Most doctors specialize because they get paid so much more, but minor emergency clinics just use general doctors. If we could pay them more, we would have more doctors to get patients through faster	64	free clinic? walk-in clinic/minor emergency clinics? idea good point. good fix wait time give higher pay general practitioners. doctors specialize paid more, minor emergency clinics general doctors. pay more, doctors patients faster
69	36w32	Charles Coleman	April 09, 2013, 12:53:11 PM	If it took less money to take care of people, then insurance costs could be lowered. But the insurance has to get their money from somewhere to pay for all the bills going to them too.	-1	money care people, insurance costs lowered. insurance money pay bills too.
70	36w32	Charles Coleman	April 09, 2013, 12:54:01 PM	what?	11	what?
71	93w34	Mark Davis	April 09, 2013, 01:25:43 PM	I agree, we know what needs to be done, but getting there needs to be solved. The best way to get the money is to cut back on government security and defense funds by solving national relationship issues, and inputting this difference into the healthcare system to increase medicaid and medicare availability.	67	agree, done, solved. money cut back government security defense funds solving national relationship issues, inputting difference healthcare system increase medicaid medicare availability.
72	31w33	Patricia Hartman	April 10, 2013, 02:08:19 PM	I dont think lowering the coist oif the medicine is going to do any improvement anywhere, not everyone is a doctor	0	lowering coist oif medicine improvement anywhere, doctor
73	31w33	Patricia Hartman	April 10, 2013, 02:09:36 PM	medicare taxes and well fare programs should be monitored more strictly, and not alloed for everyone	-1	medicare taxes fare programs monitored strictly, alloed
74	31w33	Patricia Hartman	April 10, 2013, 02:10:28 PM	UNIVERSAL HEALTHCARE	-1	universal healthcare
75	31w33	Patricia Hartman	April 10, 2013, 02:12:11 PM	more hospitals not clinics, just need organized solution.	64	hospitals clinics, organized solution.
76	31w33	Patricia Hartman	April 10, 2013, 02:13:09 PM	What will that solve	7	solve
77	31w33	Patricia Hartman	April 10, 2013, 02:13:29 PM	universal healthcare does not degrade a doctors ability	-1	universal healthcare degrade doctors ability
78	31w33	Patricia Hartman	April 10, 2013, 02:16:34 PM	It's the people who has been managing the money thats what the problem is	72	it's people managing money problem
79	31w33	Patricia Hartman	April 10, 2013, 02:23:53 PM	Who is it to judge on who needs insurance and who doesnt? And no prescreends will tell you that	65	judge insurance doesnt? prescreends
80	93w31	Tyrone Spears	April 15, 2013, 01:34:18 PM	Yes everyone needs a care and we should base the minimum to the ones who cant afforded it. Like middle class single parents or middle class in general. As we now the majority of America is middle class.	-1	care base minimum afforded it. middle class single parents middle class general. majority america middle class.
81	93w31	Tyrone Spears	April 15, 2013, 01:37:25 PM	I believe it would solve the money expense on traveling to a doctor that the doctor take there insurance. If the hospital that is close by take any type of insurance;then they will not be spending money on gas as much as the doctor bill.	76	solve money expense traveling doctor doctor insurance. hospital close type insurance;then spending money gas doctor bill.
82	93w31	Tyrone Spears	April 15, 2013, 01:38:25 PM	Now that will never happen there is not enough money in the world to take care of everyone for a cheep cost.	74	happen money world care cheep cost.
83	93w31	Tyrone Spears	April 15, 2013, 01:44:59 PM	no just opportunist and non opportunist	21	opportunist opportunist
0	94x11	Sharon Morris	March 04, 2013, 10:18:54 AM	Now although I don't know as much about the healthcare system as I would like, I can say that I think the main idea for the healthcare system is to help those people who cannot help themselves. This being said, I would suggest that healthcare is more flexible towards those who need it more such as the people who are living in a poor area and cannot always provide for their family. Another good idea that may help the system is to just make more people aware of the actual problems. Take me for example, I would be able to give much better ideas to help benefit this system if I was aware of its outline procedure in more detail. So far all I can tell is that the biggest problem is, who receives what from their healthcare system, so the only idea I can generate would be that you should base an individuals healthcare rewards by the persons' way of living.	-1	don't healthcare system like, main idea healthcare system people themselves. said, suggest healthcare flexible people living poor area provide family. good idea system make people aware actual problems. example, give ideas benefit system aware outline procedure detail. biggest problem is, receives healthcare system, idea generate base individuals healthcare rewards persons' living.
