Line_Number	content	contentSimp	reply	timeCode	user	fake_username
3	the cost of visiting a doctor should be reduced. Office visit fees should either be taken off or reduced.	cost visiting doctor reduced. office visit fees reduced.	-1	April 11, 2013, 03:55:30 PM	92y54	Tammy Fischer
4	after seeing a doctor for your medical issues, there should be a onling 24-7 chat with either a doctor or a nurse. Or at least some sort of email so that the doctor can respond right away.	doctor medical issues, onling 24-7 chat doctor nurse. sort email doctor respond away.	-1	April 11, 2013, 03:56:08 PM	92y54	Tammy Fischer
5	Some pharmacies charge an extra fee to order medication. Why is that? That shouldnt be needed.	pharmacies charge extra fee order medication. that? needed.	-1	April 11, 2013, 03:56:34 PM	92y54	Tammy Fischer
6	Doctors should follow up not with only visits but also phone calls as some cannot afford a follow up visit.	doctors follow visits phone calls afford follow visit.	-1	April 11, 2013, 03:57:08 PM	92y54	Tammy Fischer
7	The cost of x-rays should be reduced.	cost x-rays reduced.	-1	April 11, 2013, 03:57:24 PM	92y54	Tammy Fischer
8	there should be a 24-7 clinic in every city. And they shouldnt charge extra just because it is one. Health is Health.	24-7 clinic city. charge extra one. health health.	-1	April 11, 2013, 03:58:24 PM	92y54	Tammy Fischer
9	cost of emergency room bills shouldnt be 14,000 for just 1 day! thats ridicoulous.	cost emergency room bills 14,000 1 day! ridicoulous.	-1	April 11, 2013, 03:58:44 PM	92y54	Tammy Fischer
10	More security systems and privacy should be added into offices of healthcare providers and hospitals.	security systems privacy added offices healthcare providers hospitals.	-1	April 11, 2013, 03:59:16 PM	92y54	Tammy Fischer
11	I've heard in UK you get braces for free?! why cant US do that?	i've heard uk braces free?! that?	-1	April 11, 2013, 03:59:42 PM	92y54	Tammy Fischer
12	The first issue I belive to be the root problem would be the finiancial sector. The cost of medicine in this country is way overpriced for many citizens. The fact that medical insurance companies can have total control on how much to spend on an individual, this is bad for every citizen. So, I belive there should be a sort of saftey net that covers all citizens from fraud, protecting the consumer. If everybody is covered for the bare minimum of healthcare this would increase life expentecy in the United States.	issue belive root problem finiancial sector. cost medicine country overpriced citizens. fact medical insurance companies total control spend individual, bad citizen. so, belive sort saftey net covers citizens fraud, protecting consumer. covered bare minimum healthcare increase life expentecy united states.	-1	April 11, 2013, 04:00:11 PM	85y74	Melissa Kelly
13	insurance companies shouldnt have a miniumum deductible. whats the point of even having insurance then?	insurance companies miniumum deductible. point insurance then?	-1	April 11, 2013, 04:00:20 PM	92y54	Tammy Fischer
14	I agree, i feel that these companies get away with that stuff because they are not challenge. I think that the prices in the US for medication are not what they really are. In the UK the same medicine costs about half the price;if not more, in medication.	agree, feel companies stuff challenge. prices medication are. uk medicine costs half price;if more, medication.	2	April 11, 2013, 04:03:36 PM	85y74	Melissa Kelly
15	The cost of going to medical school should be reduced. There are many students who decide not to go into the medical field because of school costs. If the costs would change. we would have more doctors. Many people cannot afford such high costs. If we need more doctors then why not reduce the cost of medical school by some?	cost medical school reduced. students decide medical field school costs. costs change. doctors. people afford high costs. doctors reduce cost medical school some?	-1	April 11, 2013, 04:03:38 PM	92y54	Tammy Fischer
