Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
1776,3,"As yoga is already helps people relax, being in water can be more soothing for the individual. Obviously it wouldn't be as quiet as it would be if people were in a room but it can help everyone relax overall. Though the water level shouldnt be as high, maybe below the waist line.","make, different, not, would, race, way, obstacle, people, also, good"
1777,2,"hedge-maze races, where you have a team of 6 relays one at a time through this maze, while being timed, until everyone in the team has successfully made it through maze; they will be racing against 2 or more other teams who also has to navigate through the maze, which ever team has the fastest time wins.","team, ball, player, game, get, point, hit, member, goal, throw"
1778,2,"zero gravity obstacle course, where you have to go through this very challenging course, but you are in zero gravity so you have to hold on to the course, the trick is you can only touch one side of the course to hold on and move.","team, ball, player, game, get, point, hit, member, goal, throw"
1779,2,"a mixture of baseball, and kickball, there are 2 teams, each consisting of 10 or more players. Just like in Baseball, the defensive team is in the outfield, on the bases, the mound, and behind home plate. The offensive team has on member of the team come up to home plate, he has a choice to either kick the ball or hit it with a flat bat, however the player has no idea what the pitcher is wanting the through it could be hittable or kickable. instead of running to the right like in Baseball, the player will run to the right (clockwise), the defensive team has to either catch the ball before it hits the ground, tag 1st base, or tag the runner. there are 3 outs, and 10 innings. When the offensive player is at Home base, he/she has 3 outs, and 4 balls. if you get 4 balls, you get to safely go to 1st base, however if you get 3 outs, well, you're out. To score, just like in baseball, and kickball you have to circle the bases, tagging each one to move to the next base, then to Home base, that would be considered one point, per runner to home.","team, ball, player, game, get, point, hit, member, goal, throw"
1780,2,Hoopskitball,"team, ball, player, game, get, point, hit, member, goal, throw"
1781,2,2 teams of 10 members each,"team, ball, player, game, get, point, hit, member, goal, throw"
1782,2,Goal is to project one ball from your side of the field to the other,"team, ball, player, game, get, point, hit, member, goal, throw"
1783,3,There would be 2 rings. one smaller ring would be lower than the other larger ring and you would try to throw a ball through the rings to earn points,"make, different, not, would, race, way, obstacle, people, also, good"
1784,1,"Hybrid of basketball, football, and lacrosse","would, sport, could, water, also, require, able, opponent, winner, certain"
1785,2,Powerball,"team, ball, player, game, get, point, hit, member, goal, throw"
1786,2,Make a sport where you had to retrieve a ball from a certain point and bring it back to your side of the field like in capture the flag,"team, ball, player, game, get, point, hit, member, goal, throw"
1787,2,"Ball placement would be randomized so one team would be on the offensive and one team on the defensive.  There would be time, and there would be a limit on the amount of times you can score when you take the ball back to your side","team, ball, player, game, get, point, hit, member, goal, throw"
